locationid,zone,borough,speed_zone,day_type,time_of_day,mean_trip_mph,median_trip_mph,num_trips,mean_trip_distance,mean_trip_minutes
132,JFK Airport,Queens,4,weekday,0,36.87350407457,35.29470645385431,3390,4.1863443488321643,9.277069813176007
132,JFK Airport,Queens,4,weekday,6,34.8957209272431,33.342565610167675,3880,4.1863443488321643,10.651323024054983
132,JFK Airport,Queens,4,weekday,12,37.28589295905659,34.725436994921175,9225,4.1863443488321643,11.495447154471545
132,JFK Airport,Queens,4,weekday,20,40.125997451554916,35.96859106395177,3382,4.1863443488321643,11.231174847230436
132,JFK Airport,Queens,4,weekend_or_holiday,0,36.301859194413154,35.212242186438765,2282,4.1863443488321643,8.545479111890154
132,JFK Airport,Queens,4,weekend_or_holiday,6,33.2253720752946,32.550409623749005,1801,4.1863443488321643,10.688469368869146
132,JFK Airport,Queens,4,weekend_or_holiday,12,36.53357686925696,33.640267088829894,4005,4.1863443488321643,11.77702455264253
132,JFK Airport,Queens,4,weekend_or_holiday,20,39.191213030760416,34.251908308626795,1504,4.1863443488321643,11.338785460992908
133,Kensington,Brooklyn,3,weekday,0,15.899127793510262,14.5513004315486,2550,1.9453738804561442,8.421326797385621
133,Kensington,Brooklyn,3,weekday,6,11.627928528265354,10.47634548611111,14313,1.9266230980771647,11.862610913155871
133,Kensington,Brooklyn,3,weekday,12,11.48874107835015,10.233080897444971,16895,1.9185782805352761,12.231799348919798
133,Kensington,Brooklyn,3,weekday,20,13.944530122852122,12.707201651991856,6739,1.9115480502515897,9.460350200326458
133,Kensington,Brooklyn,3,weekend_or_holiday,0,15.46900735176409,14.055287858731507,2442,1.9506850628898925,8.540206115206114
133,Kensington,Brooklyn,3,weekend_or_holiday,6,13.876022711936901,12.879179359470552,4186,2.0314086841664882,10.135670488931359
133,Kensington,Brooklyn,3,weekend_or_holiday,12,13.057780832976892,11.752515517515784,8045,1.9960521546356731,10.666486430495132
133,Kensington,Brooklyn,3,weekend_or_holiday,20,13.798891574340702,12.571614583333332,3889,1.9618890065576213,9.673665038141767
134,Kew Gardens,Queens,3,weekday,0,15.327612165851509,14.481950488780189,2418,1.63891052773354141943,7.04473393989523
134,Kew Gardens,Queens,3,weekday,6,11.741856880403109,10.906914893617023,11142,1.58058556905431090715,9.249919224555734
134,Kew Gardens,Queens,3,weekday,12,11.770819832614023,10.8431654676259,14711,1.64892674508404619361,9.630272131964743
134,Kew Gardens,Queens,3,weekday,20,13.786661363584157,12.934100227055064,5183,1.64888628602241877763,8.008595408064828
134,Kew Gardens,Queens,3,weekend_or_holiday,0,15.250229776048947,14.299810246679316,2155,1.72156896491410639139,7.626875483372003
134,Kew Gardens,Queens,3,weekend_or_holiday,6,14.107535212930342,13.230300995613577,3176,1.69463838848838663476,7.97485831234257
134,Kew Gardens,Queens,3,weekend_or_holiday,12,13.038569258376402,12.235063201695846,5886,1.71090746006068077708,8.858814701551704
134,Kew Gardens,Queens,3,weekend_or_holiday,20,14.286118193262435,13.352845206084861,2557,1.68009064882634991389,7.980439316907835
135,Kew Gardens Hills,Queens,3,weekday,0,18.01619690886247,16.666960427807485,2062,1.8530406638665959,7.302198512770772
135,Kew Gardens Hills,Queens,3,weekday,6,13.253679983070311,12.103773203883494,14773,1.8736954318922010,9.946332272840092
135,Kew Gardens Hills,Queens,3,weekday,12,13.320771339582157,11.941462068965516,13979,1.8729170153617887,10.152055464148605
135,Kew Gardens Hills,Queens,3,weekday,20,15.508297835479569,14.166916363636362,3761,1.9140921632143734,8.592045555260125
135,Kew Gardens Hills,Queens,3,weekend_or_holiday,0,17.82207879665176,16.611368540613825,1140,1.8715671810151759,7.408961988304094
135,Kew Gardens Hills,Queens,3,weekend_or_holiday,6,15.64778688607629,14.663162012812363,3173,1.9065705463816100,8.248282382603215
135,Kew Gardens Hills,Queens,3,weekend_or_holiday,12,14.485882367381294,13.215101245176433,4760,1.9246644520844206,9.365388655462185
135,Kew Gardens Hills,Queens,3,weekend_or_holiday,20,15.530255600331623,14.406575062825596,1688,1.8869490343294555,8.4239336492891
136,Kingsbridge Heights,Bronx,3,weekday,0,14.50776921773161,13.407440343856528,3929,1.55027013308274926013,7.327560023754984
136,Kingsbridge Heights,Bronx,3,weekday,6,11.637373493399558,10.754026784906342,13757,1.54364713689438100609,9.281144144799011
136,Kingsbridge Heights,Bronx,3,weekday,12,10.50260802977607,9.59320248254691,18290,1.55507851037187216537,10.351451612903226
136,Kingsbridge Heights,Bronx,3,weekday,20,12.327037930883945,11.430103917725088,9747,1.55582825876028219927,8.616428986696762
136,Kingsbridge Heights,Bronx,3,weekend_or_holiday,0,13.337681073745847,12.351736379773339,5513,1.55325853897058653388,7.984908398331217
136,Kingsbridge Heights,Bronx,3,weekend_or_holiday,6,13.162932183545642,12.174096443929788,3816,1.58457002214079162045,8.18106219426974
136,Kingsbridge Heights,Bronx,3,weekend_or_holiday,12,11.239989016799246,10.346587607824443,8545,1.56767581003643697117,9.564987322020675
136,Kingsbridge Heights,Bronx,3,weekend_or_holiday,20,11.85395303761335,11.002756488612302,5868,1.58938783074553237926,9.085418086798455
137,Kips Bay,Manhattan,1,weekday,0,11.47951295798708,10.868066958665082,6222,1.48185567412761420468,8.448591021107896
137,Kips Bay,Manhattan,1,weekday,6,7.109295933816402,6.5260689310172655,38819,1.47019181162869441289,14.123133001880522
137,Kips Bay,Manhattan,1,weekday,12,6.639694747577964,6.114077765391643,46931,1.48199745875787191984,15.304886961709744
137,Kips Bay,Manhattan,1,weekday,20,8.248761252836912,7.6369457400159435,25728,1.53251627358549792250,12.466973077321724
137,Kips Bay,Manhattan,1,weekend_or_holiday,0,9.734900141111547,9.131348300396494,11283,1.56763773215847467111,10.751896658690065
137,Kips Bay,Manhattan,1,weekend_or_holiday,6,9.226363580173425,8.621139193592638,13337,1.48962305714521426206,10.835174077128789
137,Kips Bay,Manhattan,1,weekend_or_holiday,12,7.542363778502025,7.0448407696666075,31395,1.55091961098347620019,13.911821946169772
137,Kips Bay,Manhattan,1,weekend_or_holiday,20,7.904841227322303,7.2835892550513215,16634,1.56286543539262311339,13.242995270730631
138,LaGuardia Airport,Queens,3,weekday,0,14.71467330935015,13.369866679854201,2061,2.1293649489398211,10.904407245673621
138,LaGuardia Airport,Queens,3,weekday,6,12.838795300653034,11.50042215033651,3643,2.1830877678024667,14.121154725958458
138,LaGuardia Airport,Queens,3,weekday,12,11.306086373375978,10.122899057603895,8309,2.1642704927323590,15.697251975769245
138,LaGuardia Airport,Queens,3,weekday,20,13.4570143274226,12.257940412833044,5380,2.1029214093490222,11.49365551425031
138,LaGuardia Airport,Queens,3,weekend_or_holiday,0,14.726502422125812,13.14606224156355,716,2.1122691370290165,10.78028398510242
138,LaGuardia Airport,Queens,3,weekend_or_holiday,6,15.214481827028894,13.903906671608425,1182,2.1995032776720688,11.242597292724195
138,LaGuardia Airport,Queens,3,weekend_or_holiday,12,13.312500597007254,12.168874692760296,3354,2.1961558066092460,12.394464321208508
138,LaGuardia Airport,Queens,3,weekend_or_holiday,20,14.50732501554786,13.386312625913726,2037,2.1461589766966068,10.510497463590246
139,Laurelton,Queens,4,weekday,0,19.50007990422108,17.01753211635193,1954,1.8787932868627632,6.902635619242579
139,Laurelton,Queens,4,weekday,6,17.997023628284808,16.432243398056155,6826,1.7685018348984946,7.291971872253149
139,Laurelton,Queens,4,weekday,12,17.93752382974646,15.59471023577466,9381,1.9147273215691175,8.001742884553886
139,Laurelton,Queens,4,weekday,20,19.50047317832951,16.60253164556962,3570,1.9353091652776964,7.262259570494864
139,Laurelton,Queens,4,weekend_or_holiday,0,18.86370137580328,16.092915214866434,1565,1.9167013156210791,7.381182108626198
139,Laurelton,Queens,4,weekend_or_holiday,6,18.30258947484893,16.681573141973274,1958,1.8063221628209450,6.929860401770514
139,Laurelton,Queens,4,weekend_or_holiday,12,17.57941283763138,15.561415001637732,3787,1.8741911206487382,7.667124372854502
139,Laurelton,Queens,4,weekend_or_holiday,20,18.33103334631474,16.171858407079647,1684,1.9054997431495838,7.563024544734758
140,Lenox Hill East,Manhattan,2,weekday,0,13.415659360349933,12.62022986291253,3393,1.74145743161786008148,8.453074958247372
140,Lenox Hill East,Manhattan,2,weekday,6,7.83578794692733,7.1905697180845465,37205,1.73843274818518393293,14.928305783272858
140,Lenox Hill East,Manhattan,2,weekday,12,7.575228960057277,7.062953220633039,53577,1.64098046438692442324,14.626361125109655
140,Lenox Hill East,Manhattan,2,weekday,20,10.478009228583776,9.86911033996274,13926,1.74708157749467340131,10.86559672554933
140,Lenox Hill East,Manhattan,2,weekend_or_holiday,0,12.634124017663703,11.886172154988918,3069,1.79411413920582600847,9.275648962745738
140,Lenox Hill East,Manhattan,2,weekend_or_holiday,6,10.648818821956459,9.942768931637472,8861,1.76763903976022684289,10.941716510551856
140,Lenox Hill East,Manhattan,2,weekend_or_holiday,12,9.322571352922552,8.78143998441728,18397,1.72268154667421458039,12.297951658784946
140,Lenox Hill East,Manhattan,2,weekend_or_holiday,20,10.871349612682716,10.237705727460927,6368,1.81966935660722089424,10.881757747068677
141,Lenox Hill West,Manhattan,2,weekday,0,12.484477858540055,11.93502296374307,5535,1.75183436457545414913,9.017985546522132
141,Lenox Hill West,Manhattan,2,weekday,6,7.027513112228402,6.4724945987997335,54271,1.54111394499824278095,14.906486582766734
141,Lenox Hill West,Manhattan,2,weekday,12,6.950193642159868,6.447538565346641,59162,1.48956043523427554119,14.617636038898842
141,Lenox Hill West,Manhattan,2,weekday,20,9.707392140163075,9.102034542830124,21527,1.65930986747566754769,11.355832210712128
141,Lenox Hill West,Manhattan,2,weekend_or_holiday,0,12.13090489677586,11.615318449231072,6014,1.73804877303951464912,9.322153863208069
141,Lenox Hill West,Manhattan,2,weekend_or_holiday,6,9.929795049262912,9.457320382512568,13819,1.68431888979643115400,11.169036592131606
141,Lenox Hill West,Manhattan,2,weekend_or_holiday,12,8.511071404917958,8.003544539116962,30639,1.62945409898133467702,12.99098208166063
141,Lenox Hill West,Manhattan,2,weekend_or_holiday,20,10.231377657697271,9.69620758558913,12147,1.71188838891672665548,11.060294722976867
142,Lincoln Square East,Manhattan,2,weekday,0,12.391326762829017,11.894180131640018,5616,1.68836922373720224948,8.73596866096866
142,Lincoln Square East,Manhattan,2,weekday,6,7.485202910927346,6.874466210516614,48778,1.64983562316253763076,14.941683067503108
142,Lincoln Square East,Manhattan,2,weekday,12,7.326269503728826,6.8373608394677206,71841,1.58907519347339221554,14.710689810368267
142,Lincoln Square East,Manhattan,2,weekday,20,9.523592770695045,9.01552403066849,30243,1.68901078016531947201,11.623910767229882
142,Lincoln Square East,Manhattan,2,weekend_or_holiday,0,11.503291729605959,11.043625992353839,5792,1.76377566412753331262,9.922018876611418
142,Lincoln Square East,Manhattan,2,weekend_or_holiday,6,9.983351255780935,9.501963025594382,13215,1.67578039239195245910,11.055121705133056
142,Lincoln Square East,Manhattan,2,weekend_or_holiday,12,8.153946173191981,7.702827766188038,38552,1.60577032630833460660,13.444220360379056
142,Lincoln Square East,Manhattan,2,weekend_or_holiday,20,9.675143291046863,9.199744674604814,14564,1.68259421762401226814,11.423762931429094
143,Lincoln Square West,Manhattan,2,weekday,0,12.385338283547403,11.99460090014117,3275,1.82576653004088050093,9.353979643765904
143,Lincoln Square West,Manhattan,2,weekday,6,7.946676085296796,7.322898099148124,46002,1.75286342485439439990,14.789131269654943
143,Lincoln Square West,Manhattan,2,weekday,12,7.759287836945702,7.3100967635359915,51718,1.61600410481006098774,13.867686943295048
143,Lincoln Square West,Manhattan,2,weekday,20,9.848766452063467,9.463927704467299,12939,1.71456805915923461526,11.28737537676791
143,Lincoln Square West,Manhattan,2,weekend_or_holiday,0,11.719840255013272,11.379305091886241,2780,1.82336156502473179693,9.932817745803357
143,Lincoln Square West,Manhattan,2,weekend_or_holiday,6,10.142491189178159,9.759501780920141,11754,1.69966547837987116542,10.739108672225058
143,Lincoln Square West,Manhattan,2,weekend_or_holiday,12,8.643202297812076,8.239273195471682,23958,1.61590160446639089676,12.380960430753818
143,Lincoln Square West,Manhattan,2,weekend_or_holiday,20,9.862915562075031,9.517988818830165,7176,1.71433995567449157384,11.325812894834634
144,Little Italy/NoLiTa,Manhattan,1,weekday,0,10.596004892373042,10.261268493928492,8369,1.51017896278027846241,9.038475325606406
144,Little Italy/NoLiTa,Manhattan,1,weekday,6,7.626497918533666,7.199364040709672,30913,1.65163188573659815875,14.149832325127509
144,Little Italy/NoLiTa,Manhattan,1,weekday,12,6.9783060965951105,6.680092922400575,71395,1.53284835076508386281,14.567319139995798
144,Little Italy/NoLiTa,Manhattan,1,weekday,20,8.276986114515596,8.004148011937804,41121,1.51796200002671035329,11.813546201048938
144,Little Italy/NoLiTa,Manhattan,1,weekend_or_holiday,0,9.303194002797742,8.962238694020067,17352,1.49735218345388148856,10.264863800522514
144,Little Italy/NoLiTa,Manhattan,1,weekend_or_holiday,6,9.13606675805475,8.708218155111053,9883,1.63511562520203284038,11.479513642955917
144,Little Italy/NoLiTa,Manhattan,1,weekend_or_holiday,12,7.305882987961067,7.038962210496717,41855,1.58991253987746287613,14.046169314697568
144,Little Italy/NoLiTa,Manhattan,1,weekend_or_holiday,20,7.985003341493259,7.614343609159924,21130,1.53590736100997522157,12.371522322132828
145,Long Island City/Hunters Point,Queens,2,weekday,0,12.328058227933854,11.67731747546246,4403,1.67206721771022922856,8.990559467030057
145,Long Island City/Hunters Point,Queens,2,weekday,6,10.734152856063014,9.675571383214203,15107,1.32589197023148916191,8.718553209329007
145,Long Island City/Hunters Point,Queens,2,weekday,12,10.036075809699337,9.359045318896065,26876,1.44757149803656931964,9.855736840799722
145,Long Island City/Hunters Point,Queens,2,weekday,20,11.192327638464068,10.53764160220481,15585,1.57409321894867122776,9.267427013153673
145,Long Island City/Hunters Point,Queens,2,weekend_or_holiday,0,11.74378163952385,11.079873325555077,6125,1.69378679492491701314,9.527779591836735
145,Long Island City/Hunters Point,Queens,2,weekend_or_holiday,6,11.40809327004419,10.75196651614796,6052,1.53402838146210698259,9.049776933245207
145,Long Island City/Hunters Point,Queens,2,weekend_or_holiday,12,10.437100131727991,9.812454200072194,17579,1.53737825463747855751,9.783578891480365
145,Long Island City/Hunters Point,Queens,2,weekend_or_holiday,20,10.907962529484607,10.297576793923666,8927,1.60858851359011645529,9.676167805533773
146,Long Island City/Queens Plaza,Queens,2,weekday,0,12.459187307848921,11.910110763987502,2281,1.50495607020158963035,8.224601782843783
146,Long Island City/Queens Plaza,Queens,2,weekday,6,10.2029216747623,9.445138926853772,8147,1.40815400275154397024,9.629468925166728
146,Long Island City/Queens Plaza,Queens,2,weekday,12,10.156205279459678,9.477475794859137,15119,1.45106437291509015122,9.809989637762639
146,Long Island City/Queens Plaza,Queens,2,weekday,20,11.637328738568497,10.976219136168497,6750,1.47750245086855359967,8.560577777777779
146,Long Island City/Queens Plaza,Queens,2,weekend_or_holiday,0,12.2444472460638,11.62523453046042,3708,1.52356052763321671964,8.415655339805825
146,Long Island City/Queens Plaza,Queens,2,weekend_or_holiday,6,11.339795769070966,10.738700986533441,4008,1.46531762903022140937,8.623819028609448
146,Long Island City/Queens Plaza,Queens,2,weekend_or_holiday,12,10.410472988717597,9.785798687033136,9569,1.46844939265926256212,9.520998362768664
146,Long Island City/Queens Plaza,Queens,2,weekend_or_holiday,20,11.491125392025774,10.787136227101644,4292,1.49847229633643296684,8.81983923578751
147,Longwood,Bronx,3,weekday,0,13.521111352953277,12.413650902746568,3861,1.73571333701364371330,8.556949840283174
147,Longwood,Bronx,3,weekday,6,10.264369198572963,9.321855187110351,15341,1.67069052140097530671,11.196753797014535
147,Longwood,Bronx,3,weekday,12,10.101195947540985,9.122891343531913,18483,1.71888822436399106499,12.030932027628994
147,Longwood,Bronx,3,weekday,20,13.02085954298915,12.007825863838523,7837,1.78421444146920833825,9.245516992046277
147,Longwood,Bronx,3,weekend_or_holiday,0,13.336983015728936,12.284722625280045,4547,1.80138436817316035836,9.111725679935489
147,Longwood,Bronx,3,weekend_or_holiday,6,12.528213312704517,11.647230320699709,3835,1.77588776249749687425,9.430373750543243
147,Longwood,Bronx,3,weekend_or_holiday,12,11.410436784027397,10.475584274592327,8706,1.79707290239031024373,10.647388774025577
147,Longwood,Bronx,3,weekend_or_holiday,20,12.355211933082787,11.465416730532521,4868,1.81087869609289186892,9.75965146535196
148,Lower East Side,Manhattan,1,weekday,0,10.861086668429124,10.47716405882748,15683,1.59793280596553265667,9.34389997662012
148,Lower East Side,Manhattan,1,weekday,6,7.990489312321365,7.533065553806259,30675,1.67630507789029120889,13.693921217060582
148,Lower East Side,Manhattan,1,weekday,12,7.437414820210744,7.038354338844454,51014,1.51568412650391174454,13.45536552057605
148,Lower East Side,Manhattan,1,weekday,20,8.519281866909928,8.060337616313971,47564,1.58412681533281705332,11.960996061447032
148,Lower East Side,Manhattan,1,weekend_or_holiday,0,9.451805254081627,9.073881537624228,45171,1.68476560920494776777,11.282634138422143
148,Lower East Side,Manhattan,1,weekend_or_holiday,6,9.442502242140872,8.988880716807737,11717,1.67772065392397864907,11.438492503769451
148,Lower East Side,Manhattan,1,weekend_or_holiday,12,7.656145625141843,7.194764142251526,38500,1.59171395906378361962,13.455621212121212
148,Lower East Side,Manhattan,1,weekend_or_holiday,20,8.052713738011931,7.501638421907633,26876,1.58761430634865517631,12.717327107208414
149,Madison,Brooklyn,4,weekday,0,15.33686011800396,13.973877268430371,3398,1.8169261332960958,8.110363939572297
149,Madison,Brooklyn,4,weekday,6,12.187416728306717,11.121338639888085,20631,1.7835554341260647,9.89234970028921
149,Madison,Brooklyn,4,weekday,12,11.923070811918036,10.855672497373417,31690,1.8029698487552351,10.422836857052697
149,Madison,Brooklyn,4,weekday,20,14.100631143525591,12.923304998692089,10736,1.82234642924935285895,8.747657414307005
149,Madison,Brooklyn,4,weekend_or_holiday,0,15.313729621478975,14.192064090769513,3176,1.9150680560984298,8.486760075566751
149,Madison,Brooklyn,4,weekend_or_holiday,6,14.057180689857208,12.900763053013158,5097,1.8903149797360548,9.033509907788895
149,Madison,Brooklyn,4,weekend_or_holiday,12,13.145531770325185,12.027062442916689,10682,1.8973317720315542,9.794938525869064
149,Madison,Brooklyn,4,weekend_or_holiday,20,14.279459840013804,13.179624919247829,4833,1.8970277000771975,8.94902062211187
150,Manhattan Beach,Brooklyn,4,weekday,0,22.787888959026894,20.664296196038375,1834,2.1923616647073708,6.7902944383860415
150,Manhattan Beach,Brooklyn,4,weekday,6,18.042124568305155,16.29767441860465,7952,2.0549708609567608,7.981704812206573
150,Manhattan Beach,Brooklyn,4,weekday,12,15.760033873741055,13.862909154559777,10465,2.1219150536748962,9.766308329351807
150,Manhattan Beach,Brooklyn,4,weekday,20,19.87132477205942,17.809548950500137,4520,2.2132996633263904,7.840615781710914
150,Manhattan Beach,Brooklyn,4,weekend_or_holiday,0,22.90646088685777,20.758049351660514,3592,2.2502994326451515,6.936771529324425
150,Manhattan Beach,Brooklyn,4,weekend_or_holiday,6,19.119468607721764,17.337951509153886,1870,2.0959183812630374,7.6741978609625665
150,Manhattan Beach,Brooklyn,4,weekend_or_holiday,12,17.698600058699586,15.819132214693193,4758,2.1856594148028495,8.775991312876558
150,Manhattan Beach,Brooklyn,4,weekend_or_holiday,20,19.69304305826374,17.660018719850243,2779,2.2691288263093288,7.994572388149214
151,Manhattan Valley,Manhattan,2,weekday,0,12.261640755500428,11.880559288384635,2350,1.69133459348549345206,8.804900709219858
151,Manhattan Valley,Manhattan,2,weekday,6,8.479655281343355,8.023179903774274,18984,1.55468991593552870961,12.199618977384464
151,Manhattan Valley,Manhattan,2,weekday,12,8.715170071195582,8.28569545874303,25378,1.55704749392874057050,11.707649670318123
151,Manhattan Valley,Manhattan,2,weekday,20,10.628055064103386,10.20112170710981,8897,1.63566355785820244468,9.846755460642164
151,Manhattan Valley,Manhattan,2,weekend_or_holiday,0,11.438334849479222,11.035148575366918,2282,1.70147303945328965416,9.586663745252702
151,Manhattan Valley,Manhattan,2,weekend_or_holiday,6,10.596622684714905,10.21649626968776,6543,1.62675721994006750939,9.888532273676702
151,Manhattan Valley,Manhattan,2,weekend_or_holiday,12,9.485832720324922,9.051282910764465,14104,1.61855081050648570542,11.071987852145963
151,Manhattan Valley,Manhattan,2,weekend_or_holiday,20,10.613003707166389,10.226386391923661,4733,1.64966237066290529211,9.893908021691669
152,Manhattanville,Manhattan,2,weekday,0,11.982938476968386,11.293969692731547,3374,1.45224927380206436989,7.9229697688203915
152,Manhattanville,Manhattan,2,weekday,6,9.489433757252687,8.913410682969715,11547,1.41785775267967518636,9.973322074997835
152,Manhattanville,Manhattan,2,weekday,12,8.948145567243369,8.348182270945445,18366,1.38011009409194779063,10.366358125521797
152,Manhattanville,Manhattan,2,weekday,20,10.396047849028374,9.870630547663808,8511,1.40904427915444726554,8.844924215720832
152,Manhattanville,Manhattan,2,weekend_or_holiday,0,11.059498987651207,10.32955558968972,3397,1.42047913474035208869,8.49224315572564
152,Manhattanville,Manhattan,2,weekend_or_holiday,6,10.86464092904689,10.375821911462014,4216,1.46358257288123967305,8.72720588235294
152,Manhattanville,Manhattan,2,weekend_or_holiday,12,9.496299652508117,8.991720973888464,9119,1.39857010715288173093,9.790406477318419
152,Manhattanville,Manhattan,2,weekend_or_holiday,20,10.273351061020147,9.660724074558278,4335,1.41409820862569451445,9.012122260668974
153,Marble Hill,Manhattan,2,weekday,0,12.056149112136552,11.76026277129473,375,1.22190166798430605637,6.8556
153,Marble Hill,Manhattan,2,weekday,6,9.364690743603155,8.794631289837799,1203,1.22095632425352920594,8.61202549182599
153,Marble Hill,Manhattan,2,weekday,12,8.15596118108413,7.62348692209558,2313,1.27549444247007175725,10.29728347024067
153,Marble Hill,Manhattan,2,weekday,20,10.17514289603961,9.632215222203303,1313,1.38242722536365370613,8.667504442751968
153,Marble Hill,Manhattan,2,weekend_or_holiday,0,10.777322565803143,10.25061630221122,382,1.27747402091185828994,7.954712041884817
153,Marble Hill,Manhattan,2,weekend_or_holiday,6,11.377521362351686,10.655070888254745,653,1.32697669604481843149,7.6429811128126595
153,Marble Hill,Manhattan,2,weekend_or_holiday,12,8.151690569895392,7.75824468868128,2014,1.36626936174986889437,10.828566699768288
153,Marble Hill,Manhattan,2,weekend_or_holiday,20,9.720135251349692,9.268098564026936,852,1.37139912445138319174,9.043564162754304
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekday,0,17.331723794981016,16.75891852936764,10,2.1657425742574257,8.014999999999999
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekday,6,18.551576551272543,15.896167719507861,50,2.1657425742574257,8.346666666666668
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekday,12,14.695183197395053,12.844601758363646,145,2.1657425742574257,11.275172413793104
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekday,20,16.10949503780649,14.573221060423801,41,2.1657425742574257,8.945121951219512
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekend_or_holiday,0,19.065514911908185,16.108829064724656,23,2.1657425742574257,7.684782608695652
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekend_or_holiday,6,16.78839053346545,16.00959603147173,25,2.1657425742574257,9.149333333333335
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekend_or_holiday,12,13.181210384025457,11.795269693383863,135,2.1657425742574257,11.36962962962963
154,Marine Park/Floyd Bennett Field,Brooklyn,4,weekend_or_holiday,20,16.724051823882093,15.199637408181886,50,2.1657425742574257,9.015666666666668
155,Marine Park/Mill Basin,Brooklyn,4,weekday,0,19.095353634886653,17.28744416390432,2666,2.3364613912094520,8.550775193798449
155,Marine Park/Mill Basin,Brooklyn,4,weekday,6,15.700113357533748,14.279238561727707,16871,2.2884477626293583,10.492657024875031
155,Marine Park/Mill Basin,Brooklyn,4,weekday,12,15.092889862129594,13.319448297728984,26217,2.2929331750962596,10.960172788648586
155,Marine Park/Mill Basin,Brooklyn,4,weekday,20,16.77207932206476,15.024625126000867,8860,2.3900624060120894,9.999230624529723
155,Marine Park/Mill Basin,Brooklyn,4,weekend_or_holiday,0,19.2591842313556,16.96588980707411,2504,2.2293855483175653,8.453321352502662
155,Marine Park/Mill Basin,Brooklyn,4,weekend_or_holiday,6,17.621922205906916,15.672594031543008,4524,2.3125902821228311,9.285090627763042
155,Marine Park/Mill Basin,Brooklyn,4,weekend_or_holiday,12,15.682184275217546,13.727640797549611,12407,2.3810944388743915,10.736218801214369
155,Marine Park/Mill Basin,Brooklyn,4,weekend_or_holiday,20,16.7167253894497,14.867244678351511,4884,2.3790152439537554,9.984227409227408
157,Maspeth,Queens,3,weekday,0,17.05438321455472,15.727863263100422,3813,2.0675787202500365,8.262758982428533
157,Maspeth,Queens,3,weekday,6,13.843046564813866,12.768455064535132,17207,2.0544134775632999,10.222733964859263
157,Maspeth,Queens,3,weekday,12,12.643053943784365,11.611481494292988,17122,2.0001824907675731,11.06707549741074
157,Maspeth,Queens,3,weekday,20,14.863964543865162,13.614034911717495,6256,1.9957279007221929,9.138991901108268
157,Maspeth,Queens,3,weekend_or_holiday,0,15.430857393504006,14.155602991176341,5024,2.0148621221590477,9.12058452760085
157,Maspeth,Queens,3,weekend_or_holiday,6,15.07042656819897,14.130018742190755,5815,2.0553895628793888,9.107755803955287
157,Maspeth,Queens,3,weekend_or_holiday,12,13.623908735799995,12.647650808641245,9353,2.0211895343168251,10.132864677999928
157,Maspeth,Queens,3,weekend_or_holiday,20,14.337765572709657,13.262577356509105,4548,2.0198800748006012,9.594821899736148
158,Meatpacking/West Village West,Manhattan,1,weekday,0,11.04406561789613,10.529684596138258,9128,1.77610237554443167062,10.443183976044406
158,Meatpacking/West Village West,Manhattan,1,weekday,6,8.323201271075305,7.610955931851213,42085,1.69687043795926381779,14.098922814938023
158,Meatpacking/West Village West,Manhattan,1,weekday,12,7.438988726721612,6.934740291721626,64354,1.60523986295788318563,14.695595715366048
158,Meatpacking/West Village West,Manhattan,1,weekday,20,8.686773543730741,8.272087647352471,36788,1.70560928423180407716,12.82191158348737
158,Meatpacking/West Village West,Manhattan,1,weekend_or_holiday,0,9.353834046455612,8.928338813565782,21937,1.76696588391510742312,12.359645803892965
158,Meatpacking/West Village West,Manhattan,1,weekend_or_holiday,6,9.841835771869903,9.420855221618865,10266,1.63002570019710773866,10.846663744398988
158,Meatpacking/West Village West,Manhattan,1,weekend_or_holiday,12,7.6290201812076,7.123307367341457,39675,1.66852514153310758480,14.753257718966603
158,Meatpacking/West Village West,Manhattan,1,weekend_or_holiday,20,8.09513621393902,7.591445064157482,19368,1.69526892028500128126,14.033521788517142
159,Melrose South,Bronx,2,weekday,0,12.819414047876565,12.07701017979719,5900,1.61679814902242693937,8.393511299435028
159,Melrose South,Bronx,2,weekday,6,9.211509399426307,8.475639534921935,24641,1.45565824883653227926,10.667091432977559
159,Melrose South,Bronx,2,weekday,12,8.8746296459504,8.15207982290944,39041,1.54736610333722241176,11.952954159302614
159,Melrose South,Bronx,2,weekday,20,11.664763475696702,10.9764651255952,14875,1.60939410374166927413,9.00684705882353
159,Melrose South,Bronx,2,weekend_or_holiday,0,12.373387135382812,11.657811987073867,6030,1.66355888763380010923,8.754552238805969
159,Melrose South,Bronx,2,weekend_or_holiday,6,11.609334681165427,10.845472957515241,6052,1.57447736550468034157,8.963860431813174
159,Melrose South,Bronx,2,weekend_or_holiday,12,10.254020819125003,9.58079484341934,15931,1.56133520181218185439,10.074117548594982
159,Melrose South,Bronx,2,weekend_or_holiday,20,11.356820033841057,10.733794567905498,7745,1.64226594662550653966,9.482588766946416
160,Middle Village,Queens,3,weekday,0,17.280498452006952,16.012999614940316,2261,1.9234415917522213,7.730893409995577
